backspaces, _u_d_avg, _d_d_avg, _d_u_avg, _u_u_avg, _count,t_u_d_avg,t_d_d_avg,t_d_u_avg,t_u_u_avg,t_count,e_u_d_avg,e_d_d_avg,e_d_u_avg,e_u_u_avg,e_count,a_u_d_avg,a_d_d_avg,a_d_u_avg,a_u_u_avg,a_count,s_u_d_avg,s_d_d_avg,s_d_u_avg,s_u_u_avg,s_count,p_u_d_avg,p_d_d_avg,p_d_u_avg,p_u_u_avg,p_count,r_u_d_avg,r_d_d_avg,r_d_u_avg,r_u_u_avg,r_count,f_u_d_avg,f_d_d_avg,f_d_u_avg,f_u_u_avg,f_count,i_u_d_avg,i_d_d_avg,i_d_u_avg,i_u_u_avg,i_count,o_u_d_avg,o_d_d_avg,o_d_u_avg,o_u_u_avg,o_count,l_u_d_avg,l_d_d_avg,l_d_u_avg,l_u_u_avg,l_count,d_u_d_avg,d_d_d_avg,d_d_u_avg,d_u_u_avg,d_count,u_u_d_avg,u_d_d_avg,u_d_u_avg,u_u_u_avg,u_count,m_u_d_avg,m_d_d_avg,m_d_u_avg,m_u_u_avg,m_count,x_u_d_avg,x_d_d_avg,x_d_u_avg,x_u_u_avg,x_count,n_u_d_avg,n_d_d_avg,n_d_u_avg,n_u_u_avg,n_count,b_u_d_avg,b_d_d_avg,b_d_u_avg,b_u_u_avg,b_count,y_u_d_avg,y_d_d_avg,y_d_u_avg,y_u_u_avg,y_count,c_u_d_avg,c_d_d_avg,c_d_u_avg,c_u_u_avg,c_count,g_u_d_avg,g_d_d_avg,g_d_u_avg,g_u_u_avg,g_count,h_u_d_avg,h_d_d_avg,h_d_u_avg,h_u_u_avg,h_count,v_u_d_avg,v_d_d_avg,v_d_u_avg,v_u_u_avg,v_count,w_u_d_avg,w_d_d_avg,w_d_u_avg,w_u_u_avg,w_count,z_u_d_avg,z_d_d_avg,z_d_u_avg,z_u_u_avg,z_count,._u_d_avg,._d_d_avg,._d_u_avg,._u_u_avg,._count,'_u_d_avg,'_d_d_avg,'_d_u_avg,'_u_u_avg,'_count,",_u_d_avg",",_d_d_avg",",_d_u_avg",",_u_u_avg",",_count"
69.0,750585773.0,845348533.0,94762759.0,856968361.0,262.0,418495667.0,522991187.0,104495520.0,521357958.0,92.0,452486049.0,567973815.0,115487766.0,557044164.0,145.0,307217893.0,433451268.0,126233375.0,413741872.0,76.0,374392695.0,496239107.0,121846412.0,482095654.0,81.0,369307013.0,473355060.0,104048046.0,486554153.0,30.0,350868228.0,474456026.0,123587798.0,452079294.0,77.0,211581670.0,327310225.0,115728555.0,329482551.0,27.0,245132135.0,354665569.0,109533433.0,358357718.0,70.0,278097412.0,382394562.0,104297150.0,382066006.0,90.0,300551315.0,391630023.0,91078707.0,406495134.0,37.0,316719654.0,437421536.0,120701881.0,428649530.0,33.0,268109482.0,365102228.0,96992746.0,370254621.0,28.0,413215583.0,509673632.0,96458048.0,525215480.0,31.0,208653450.0,315747850.0,107094400.0,323982750.0,2.0,333197932.0,433574422.0,100376490.0,438829519.0,60.0,261779185.0,351865296.0,90086110.0,365614975.0,28.0,526420772.0,621778920.0,95358148.0,647026988.0,25.0,234699146.0,350926402.0,116227255.0,339257526.0,45.0,567398808.0,673395133.0,105996325.0,676727308.0,11.0,214372837.0,309442737.0,95069900.0,322523164.0,53.0,161006020.0,252803360.0,91797340.0,277062760.0,10.0,396088775.0,540011316.0,143922541.0,499320716.0,12.0,104943300.0,216182200.0,111238900.0,207966700.0,1.0,1078697711.0,3896395327.0,2817697616.0,1171988916.0,18.0,414123705.7307692,414123705.7307692,414123705.7307692,414123705.7307692,414123705.7307692,1623197844.0,1700106666.0,76908822.0,1735145055.0,8.0
78.0,272500057.0,383024878.0,110524821.0,384441386.0,257.0,150395951.0,281772989.0,131377037.0,268601311.0,93.0,199736298.0,331105418.0,131369119.0,315646378.0,146.0,79093468.0,216280836.0,137187368.0,197301716.0,75.0,111525057.0,238477090.0,126952033.0,223241551.0,84.0,167898183.0,273808683.0,105910500.0,281258660.0,27.0,140236298.0,260977095.0,120740797.0,253344581.0,74.0,132217662.0,242558659.0,110340996.0,248451844.0,27.0,145600612.0,247758542.0,102157930.0,259344258.0,69.0,127496773.0,233301640.0,105804866.0,240329614.0,84.0,109919926.0,207403613.0,97483686.0,225907928.0,37.0,102147866.0,227103430.0,124955563.0,214709781.0,33.0,148121593.0,246727850.0,98606256.0,263750250.0,30.0,194731148.0,294761325.0,100030177.0,305180645.0,30.0,99091933.0,196014933.0,96923000.0,215862600.0,3.0,151596107.0,253002241.0,101406133.0,267205641.0,63.0,120271025.0,217547993.0,97276968.0,236184162.0,32.0,114133418.0,239579054.0,125445636.0,226491854.0,22.0,135930546.0,261424693.0,125494146.0,245112375.0,45.0,215028112.0,333167450.0,118139337.0,329042831.0,16.0,138043094.0,237380818.0,99337724.0,251236041.0,52.0,65358530.0,184319780.0,118961250.0,179963300.0,10.0,140845675.0,271743658.0,130897983.0,243460441.0,12.0,16015000.0,122111200.0,106096200.0,155488100.0,1.0,432664718.0,2338089593.0,1905424875.0,552102500.0,14.0,-12011100.0,100090800.0,112101900.0,110100800.0,1.0,301403350.0,416919330.0,115515980.0,406450310.0,10.0
75.0,562816283.0,654894321.0,92078037.0,652433356.0,265.0,295323498.0,381767454.0,86443955.0,385364919.0,94.0,462657606.0,554460959.0,91803353.0,550672893.0,147.0,292006142.0,381025370.0,89019227.0,380702394.0,77.0,373924302.0,465814446.0,91890143.0,463389887.0,80.0,215788380.0,313410415.0,97622034.0,298823976.0,26.0,235772012.0,318875194.0,83103182.0,325908526.0,78.0,168925400.0,252901620.0,83976220.0,260495048.0,29.0,180796556.0,270511448.0,89714891.0,269348212.0,72.0,270068005.0,358412227.0,88344222.0,359994832.0,93.0,210702205.0,307183077.0,96480872.0,297361785.0,40.0,400188764.0,489731656.0,89542891.0,489794408.0,37.0,158517246.0,248545376.0,90028130.0,251713266.0,29.0,372316967.0,467809977.0,95493009.0,463535932.0,31.0,109114700.0,196206450.0,87091750.0,188057800.0,2.0,347367518.0,442408795.0,95041277.0,436834221.0,61.0,251820606.0,338373393.0,86552786.0,339692565.0,29.0,397507733.0,486861841.0,89354108.0,481190425.0,24.0,171829181.0,253658522.0,81829340.0,258837700.0,44.0,591325253.0,673545676.0,82220423.0,680003138.0,13.0,293527527.0,378567472.0,85039944.0,384314659.0,54.0,105921680.0,189562700.0,83641020.0,216784380.0,10.0,226229566.0,311343191.0,85113625.0,314306425.0,12.0,64504500.0,143991400.0,79486900.0,167882800.0,1.0,810804322.0,3634723866.0,2823919544.0,898899488.0,18.0,-3403500.0,108377100.0,111780600.0,108278150.0,2.0,930755050.0,1014701130.0,83946080.0,1021562740.0,10.0
76.0,794562714.0,890904645.0,96341930.0,901607282.0,257.0,431903201.0,539205896.0,107302695.0,548330096.0,91.0,733072923.0,864732418.0,131659494.0,838449528.0,149.0,439101677.0,574858989.0,135757312.0,551340201.0,75.0,513172786.0,651162140.0,137989354.0,621785015.0,82.0,455563042.0,555997661.0,100434619.0,560384700.0,25.0,549566040.0,660780472.0,111214431.0,657456286.0,79.0,313195196.0,418777172.0,105581975.0,420989120.0,29.0,360835668.0,457487322.0,96651654.0,475060552.0,75.0,384288666.0,484351544.0,100062877.0,495243652.0,86.0,425666152.0,524062128.0,98395976.0,535082350.0,36.0,416000397.0,540560605.0,124560208.0,523019148.0,37.0,442725876.0,537024540.0,94298663.0,548198730.0,30.0,601028000.0,706817243.0,105789243.0,708625313.0,30.0,433491900.0,585991800.0,152499900.0,556491050.0,2.0,540373196.0,644564660.0,104191463.0,652081049.0,61.0,399596582.0,491876785.0,92280203.0,509706382.0,28.0,631017534.0,725461600.0,94444065.0,734878961.0,26.0,419159621.0,530944582.0,111784960.0,520528190.0,41.0,622007761.0,746176061.0,124168300.0,727776115.0,13.0,485125598.0,577604894.0,92479296.0,592434703.0,53.0,321098090.0,420656780.0,99558690.0,435594750.0,10.0,276003936.0,392780681.0,116776745.0,375460081.0,10.0,347893400.0,469892300.0,121998900.0,489349900.0,1.0,1004436178.0,4430617742.0,3426181563.0,1106915936.0,19.0,73001300.0,191997100.0,118995800.0,204000200.0,1.0,1045186266.0,1154825244.0,109638977.0,1144019977.0,8.0
143.0,424629461.0,510162085.0,85532624.0,507457617.0,265.0,196926341.0,291555118.0,94628776.0,281756615.0,99.0,287731487.0,373009877.0,85278390.0,370299109.0,152.0,193992383.0,286034037.0,92041654.0,279048164.0,79.0,234879337.0,317075877.0,82196540.0,320001943.0,94.0,251195364.0,322329964.0,71134600.0,346524125.0,27.0,232284564.0,323980300.0,91695735.0,319352514.0,78.0,137528037.0,221644955.0,84116918.0,229230062.0,27.0,144483158.0,236984125.0,92500967.0,235044194.0,77.0,217317172.0,304322298.0,87005126.0,304029906.0,92.0,179906323.0,256128509.0,76222185.0,272381909.0,40.0,220165069.0,299219141.0,79054072.0,304372466.0,36.0,290206823.0,368609829.0,78403005.0,373860294.0,34.0,264041606.0,358605124.0,94563518.0,349343530.0,33.0,102947550.0,193262800.0,90315250.0,200628600.0,1.0,212993360.0,306653586.0,93660226.0,298608395.0,68.0,244637010.0,323716013.0,79079003.0,325146644.0,29.0,252590408.0,355562184.0,102971776.0,347629996.0,25.0,214403102.0,297952512.0,83549410.0,295715746.0,47.0,342700238.0,438061430.0,95361192.0,432861361.0,12.0,176562916.0,259006405.0,82443489.0,264956900.0,55.0,168730730.0,261408070.0,92677340.0,256702110.0,10.0,213610469.0,295757200.0,82146730.0,290245146.0,13.0,233976900.0,329125200.0,95148300.0,287072800.0,1.0,790408258.0,2252751524.0,1462343265.0,862647996.0,29.0,271005000.0,337151700.0,66146700.0,320469700.0,1.0,803451666.0,888562422.0,85110755.0,874815911.0,7.0
0.0,152042987.0,285380121.0,133337134.0,252678569.0,246.0,184490800.0,277386670.0,92895870.0,285821658.0,85.0,87014261.0,211679261.0,124665000.0,187818880.0,134.0,103246042.0,223213732.0,119967690.0,200305507.0,70.0,99865607.0,214296746.0,114431139.0,197403088.0,79.0,96229230.0,203475423.0,107246192.0,203464730.0,26.0,101148381.0,189643578.0,88495197.0,207296013.0,76.0,122682612.0,206174903.0,83492290.0,215442354.0,31.0,80826042.0,197555338.0,116729295.0,180194112.0,71.0,120215955.0,228426977.0,108211022.0,224409388.0,90.0,108044189.0,217443432.0,109399243.0,217542972.0,37.0,74121354.0,1484203709.0,1410082354.0,172656870.0,31.0,75141923.0,163850769.0,88708846.0,184005730.0,25.0,77093466.0,183727300.0,106633833.0,184459200.0,30.0,113840000.0,195642000.0,81802000.0,195177000.0,1.0,75213900.0,181639383.0,106425483.0,169648983.0,60.0,125008730.0,201339576.0,76330846.0,231575500.0,26.0,119247000.0,207248916.0,88001916.0,221783541.0,24.0,56209692.0,155534128.0,99324435.0,150286076.0,39.0,268515000.0,356277466.0,87762466.0,366837466.0,15.0,90801734.0,187774673.0,96972938.0,186479387.0,48.0,117918200.0,199197900.0,81279700.0,219503700.0,10.0,117346727.0,218664363.0,101317636.0,209164363.0,11.0,36229000.0,135104000.0,98875000.0,159551000.0,1.0,450227615.0,1643147538.0,1192919923.0,553763923.0,13.0,122661094.11538461,122661094.11538461,122661094.11538461,122661094.11538461,122661094.11538461,136468000.0,229105250.0,92637250.0,229743875.0,7.0
50.0,134162832.0,237194484.0,103031651.0,238216489.0,256.0,87806859.0,182297818.0,94490959.0,187350088.0,87.0,116741711.0,227844344.0,111102632.0,220027459.0,144.0,33702530.0,153584102.0,119881572.0,131757818.0,75.0,36624705.0,145018788.0,108394082.0,145461600.0,76.0,35380407.0,159219342.0,123838935.0,154976025.0,27.0,65793264.0,166431933.0,100638668.0,175756456.0,73.0,67250684.0,152617723.0,85367038.0,173258169.0,26.0,40943652.0,158683636.0,117739984.0,151780753.0,68.0,49263627.0,171582921.0,122319294.0,156794794.0,85.0,40600044.0,151402928.0,110802884.0,159370439.0,38.0,91896685.0,184640877.0,92744191.0,191030191.0,34.0,43642553.0,156836978.0,113194425.0,154349071.0,28.0,92737670.0,198166423.0,105428752.0,207063547.0,34.0,74002785.0,74002785.0,74002785.0,74002785.0,74002785.0,77528479.0,193719630.0,116191150.0,181071657.0,59.0,77334703.0,167537903.0,90203200.0,181022892.0,27.0,73941490.0,175458840.0,101517350.0,188468231.0,22.0,58256540.0,144762442.0,86505902.0,163377652.0,42.0,122534083.0,211343891.0,88809808.0,233519550.0,9.0,42030837.0,157833115.0,115802278.0,150881384.0,51.0,55365566.0,144780388.0,89414822.0,166705000.0,9.0,11929625.0,121108283.0,109178658.0,106923375.0,11.0,-58559900.0,77104400.0,135664300.0,62463800.0,1.0,367191914.0,12370642271.0,12003450357.0,457895800.0,7.0,-2926700.0,116144500.0,119071200.0,110288900.0,1.0,162898550.0,272558330.0,109659780.0,269705980.0,10.0
82.0,483772940.0,557314218.0,73541277.0,556167295.0,260.0,288236234.0,336008422.0,47772187.0,354403121.0,89.0,429940303.0,497093384.0,67153080.0,498640963.0,145.0,277539265.0,388863848.0,111324582.0,348155314.0,75.0,391281408.0,470694915.0,79413507.0,469468452.0,85.0,235929375.0,321077725.0,85148350.0,311799478.0,27.0,322728809.0,382961775.0,60232965.0,393790852.0,84.0,231957225.0,294488703.0,62531478.0,294095314.0,28.0,229864584.0,313395002.0,83530418.0,304899358.0,75.0,247451645.0,332994029.0,85542383.0,317894210.0,93.0,214799884.0,290139460.0,75339576.0,288184860.0,38.0,350557344.0,412232200.0,61674855.0,416279582.0,34.0,331803536.0,410019687.0,78216151.0,403900406.0,33.0,406326352.0,485450461.0,79124108.0,478205802.0,36.0,404762133.0,463772500.0,59010366.0,474575566.0,3.0,337283741.0,420185075.0,82901333.0,407992393.0,62.0,291709793.0,348112368.0,56402575.0,353064358.0,29.0,364860234.0,440636913.0,75776678.0,445884517.0,23.0,235850757.0,303398133.0,67547376.0,315009933.0,42.0,448936666.0,509983033.0,61046366.0,535374400.0,12.0,235552974.0,301338972.0,65785998.0,305905439.0,49.0,162791500.0,234767477.0,71975977.0,245793855.0,9.0,254408583.0,318822166.0,64413583.0,317782633.0,9.0,350850426.6,350850426.6,350850426.6,350850426.6,350850426.6,876314860.0,3863534586.0,2987219726.0,949218313.0,15.0,350850426.6,350850426.6,350850426.6,350850426.6,350850426.6,716600520.0,804468440.0,87867920.0,794094070.0,10.0
35.0,334848379.0,408863850.0,74015470.0,405853752.0,256.0,240403283.0,318097692.0,77694408.0,316252198.0,89.0,280002232.0,347157082.0,67154849.0,356531278.0,139.0,192611387.0,296270023.0,103658636.0,267602208.0,70.0,199238750.0,281471916.0,82233165.0,274832827.0,81.0,182019168.0,251732212.0,69713044.0,253131008.0,25.0,264986382.0,334699709.0,69713326.0,341282677.0,76.0,222631240.0,301047251.0,78416011.0,288732855.0,27.0,188050529.0,252287510.0,64236980.0,261410350.0,68.0,218326401.0,284207177.0,65880776.0,296776701.0,85.0,154191021.0,228107573.0,73916552.0,235530942.0,38.0,204640272.0,283438460.0,78798187.0,279030096.0,33.0,305978640.0,369844126.0,63865486.0,384416406.0,29.0,287707996.0,370541731.0,82833734.0,368528518.0,32.0,140234750.0,228691450.0,88456700.0,201004400.0,2.0,263271106.0,349921580.0,86650473.0,338016486.0,61.0,287747578.0,353925882.0,66178303.0,356406778.0,28.0,274964013.0,354173060.0,79209047.0,363893856.0,22.0,208425445.0,282988710.0,74563265.0,282850702.0,39.0,385442242.0,471422950.0,85980707.0,464669385.0,13.0,184317278.0,244893044.0,60575766.0,259208230.0,50.0,113140933.0,195495788.0,82354855.0,182079388.0,9.0,227729908.0,301525233.0,73795325.0,288886866.0,12.0,116281300.0,200942100.0,84660800.0,216165100.0,1.0,464729280.0,2997272086.0,2532542806.0,528941706.0,15.0,235778860.8846154,235778860.8846154,235778860.8846154,235778860.8846154,235778860.8846154,188330870.0,291510600.0,103179730.0,267376500.0,10.0
61.0,660831186.0,825975716.0,165144529.0,766540014.0,270.0,268409020.0,361285393.0,92876372.0,371566028.0,88.0,437863154.0,535956717.0,98093562.0,544203235.0,147.0,237797350.0,351711925.0,113914575.0,350362097.0,70.0,336722437.0,439358048.0,102635611.0,450306874.0,81.0,325853214.0,433779559.0,107926344.0,430087122.0,23.0,282184527.0,389007751.0,106823223.0,393354068.0,76.0,161832689.0,262401175.0,100568486.0,271671275.0,29.0,157550428.0,268144775.0,110594347.0,271276587.0,70.0,198194403.0,316197165.0,118002762.0,302930568.0,87.0,229821385.0,337230352.0,107408967.0,345513645.0,40.0,349793222.0,452919005.0,103125782.0,464440360.0,35.0,238097278.0,335650328.0,97553050.0,350175853.0,28.0,321594765.0,426731543.0,105136778.0,432636031.0,32.0,176328050.0,262136650.0,85808600.0,260399550.0,2.0,366249337.0,479547957.0,113298620.0,481826116.0,59.0,250692275.0,342594342.0,91902067.0,357793367.0,28.0,419507691.0,528283256.0,108775565.0,535895521.0,23.0,199476346.0,311621102.0,112144756.0,310750075.0,41.0,396882225.0,487402833.0,90520608.0,513566650.0,12.0,208700257.0,302855571.0,94155313.0,322761682.0,51.0,151924790.0,271213120.0,119288330.0,260102710.0,10.0,241912527.0,351799509.0,109886981.0,342600845.0,10.0,111599100.0,196168000.0,84568900.0,200136150.0,2.0,934794233.0,1050500472.0,115706238.0,1033884327.0,18.0,-14880400.0,82831500.0,97711900.0,67455600.0,1.0,541797022.0,666293388.0,124496366.0,663041955.0,9.0
116.0,503601916.0,592716394.0,89114478.0,597244066.0,275.0,285149774.0,383582287.0,98432512.0,380469376.0,93.0,570486387.0,675357580.0,104871193.0,659958843.0,146.0,264361345.0,364841153.0,100479807.0,353542529.0,78.0,354688367.0,462690926.0,108002559.0,454448443.0,86.0,202173274.0,316741855.0,114568581.0,301428359.0,27.0,307276925.0,412194518.0,104917592.0,404553001.0,81.0,195272064.0,286631632.0,91359567.0,311670450.0,28.0,257382922.0,366192478.0,108809555.0,360775214.0,73.0,252071993.0,350214589.0,98142595.0,347559459.0,93.0,262920623.0,358569860.0,95649237.0,366957262.0,43.0,284256340.0,377099078.0,92842737.0,372753756.0,35.0,272544290.0,355546906.0,83002616.0,371436300.0,30.0,341208948.0,455379524.0,114170575.0,444336536.0,33.0,161501450.0,262569300.0,101067850.0,262511200.0,2.0,407819096.0,507911518.0,100092421.0,503094637.0,61.0,323639190.0,404857713.0,81218523.0,406217310.0,29.0,394507916.0,470674458.0,76166541.0,500858187.0,24.0,254752381.0,345612467.0,90860086.0,345706693.0,43.0,373254553.0,464627220.0,91372666.0,471379500.0,15.0,219599657.0,308166814.0,88567156.0,321840677.0,57.0,242827425.0,323740125.0,80912700.0,325622466.0,11.0,262114728.0,379820014.0,117705285.0,368375071.0,13.0,146659800.0,218060300.0,71400500.0,174435900.0,1.0,577212187.0,5465873887.0,4888661700.0,665993843.0,16.0,312368766.96153843,312368766.96153843,312368766.96153843,312368766.96153843,312368766.96153843,404304390.0,527963109.0,123658718.0,496988054.0,8.0
217.0,773218376.0,964575637.0,191357260.0,882764549.0,308.0,315667198.0,424662636.0,108995438.0,427949304.0,103.0,395151186.0,646729352.0,251578165.0,508150092.0,164.0,253655012.0,365893680.0,112238668.0,375305986.0,89.0,322008912.0,438560178.0,116551265.0,435275203.0,91.0,189585182.0,315685160.0,126099977.0,299873271.0,35.0,232478789.0,340151707.0,107672917.0,346147487.0,89.0,220788577.0,332719709.0,111931132.0,330648667.0,31.0,200779308.0,299660471.0,98881163.0,320241671.0,84.0,253399886.0,370996114.0,117596227.0,378464749.0,99.0,192637246.0,325546944.0,132909697.0,311320500.0,42.0,282546912.0,399741827.0,117194915.0,408396742.0,40.0,154944364.0,253426874.0,98482509.0,281840670.0,31.0,223108457.0,360504715.0,137396257.0,339190154.0,33.0,208357500.0,319524900.0,111167400.0,313434000.0,2.0,565171204.0,704406967.0,139235763.0,683408361.0,71.0,234144558.0,335544588.0,101400029.0,337185267.0,34.0,292764009.0,423423615.0,130659606.0,408050678.0,32.0,130793664.0,249056618.0,118262954.0,231707764.0,50.0,459747037.0,572591237.0,112844200.0,586216893.0,16.0,178609594.0,301376553.0,122766958.0,290051301.0,58.0,141690358.0,267515883.0,125825525.0,261971691.0,10.0,255438220.0,370373453.0,114935233.0,343161880.0,15.0,101662400.0,187906300.0,86243900.0,212702000.0,1.0,2705957822.0,2836080044.0,130122222.0,2812870916.0,17.0,373621054.5,373621054.5,373621054.5,373621054.5,373621054.5,429841646.0,594127500.0,164285853.0,539806261.0,13.0
22.0,609172447.0,615763782.0,6591334.0,622358225.0,248.0,380056302.0,390206174.0,10149872.0,390568930.0,86.0,469148838.0,481912764.0,12763926.0,478563058.0,136.0,371155802.0,380807056.0,9651253.0,381042915.0,71.0,339775716.0,347202283.0,7426567.0,345406089.0,67.0,367524500.0,376265041.0,8740541.0,379128750.0,23.0,512862720.0,556568760.0,43706040.0,522891013.0,75.0,362733280.0,369219920.0,6486640.0,371138760.0,24.0,362128650.0,373594916.0,11466266.0,375357750.0,60.0,385430400.0,394548564.0,9118164.0,394745694.0,85.0,366992382.0,377695647.0,10703264.0,375430029.0,34.0,374357258.0,387617000.0,13259741.0,384147064.0,31.0,360700607.0,371978607.0,11278000.0,371075642.0,28.0,455145633.0,465353533.0,10207900.0,466460333.0,30.0,341279000.0,342442500.0,1163500.0,342473500.0,2.0,442192309.0,452455327.0,10263018.0,450060345.0,53.0,351724833.0,363662166.0,11937333.0,366698500.0,24.0,627676350.0,636049800.0,8373450.0,633036400.0,20.0,331196444.0,341600777.0,10404333.0,341554611.0,35.0,667900454.0,677664090.0,9763636.0,686674000.0,11.0,267451204.0,280574795.0,13123591.0,278046693.0,49.0,270466500.0,277749875.0,7283375.0,277182625.0,8.0,387556461.0,399896923.0,12340461.0,408743000.0,13.0,221155000.0,223040000.0,1885000.0,222707000.0,1.0,940345823.0,954973176.0,14627352.0,948318117.0,17.0,193962000.0,194360000.0,398000.0,194300000.0,1.0,619050777.0,631672222.0,12621444.0,626218444.0,9.0
19.0,348434916.0,454362580.0,105927664.0,436970344.0,251.0,191442022.0,287958357.0,96516335.0,285471011.0,88.0,276253428.0,382817343.0,106563915.0,367712850.0,140.0,216598581.0,305778380.0,89179798.0,317087976.0,72.0,207622629.0,305200145.0,97577515.0,302109433.0,76.0,223873746.0,297832669.0,73958923.0,310148257.0,26.0,256304007.0,361609521.0,105305513.0,347732088.0,78.0,189071628.0,283521332.0,94449703.0,279958835.0,28.0,241261438.0,313716688.0,72455249.0,336514428.0,67.0,206493415.0,286558667.0,80065252.0,304458222.0,86.0,165165305.0,250947136.0,85781831.0,265980457.0,38.0,230028090.0,325209724.0,95181633.0,320849218.0,33.0,291372648.0,373198444.0,81825796.0,376002893.0,29.0,300738983.0,376730413.0,75991430.0,406550220.0,29.0,206716950.0,298195750.0,91478800.0,280495200.0,2.0,283438554.0,374662215.0,91223661.0,372018018.0,59.0,266395075.0,332626562.0,66231486.0,357375593.0,29.0,296318518.0,401557631.0,105239113.0,387166613.0,22.0,180633590.0,270134085.0,89500495.0,271443940.0,39.0,218560266.0,308534350.0,89974083.0,305971258.0,12.0,171226276.0,249474502.0,78248226.0,276955376.0,50.0,145390200.0,235925211.0,90535011.0,237018366.0,9.0,244142850.0,326229566.0,82086716.0,318212741.0,12.0,256326420.65384614,256326420.65384614,256326420.65384614,256326420.65384614,256326420.65384614,690371582.0,2799416394.0,2109044811.0,761125335.0,17.0,69597100.0,155277400.0,85680300.0,148103000.0,1.0,547035140.0,642389940.0,95354800.0,631890610.0,10.0
109.0,406647133.0,417880809.0,11233676.0,479552188.0,267.0,249619293.0,325264358.0,75645065.0,325971211.0,88.0,372446089.0,452166230.0,79720140.0,442267719.0,140.0,327970300.0,417951127.0,89980827.0,387421153.0,80.0,252036290.0,335151287.0,83114997.0,322394330.0,83.0,334775816.0,412867580.0,78091764.0,411423738.0,31.0,306713950.0,389937042.0,83223091.0,367373684.0,83.0,242005344.0,319815368.0,77810024.0,315629024.0,29.0,293341874.0,383834680.0,90492805.0,363717589.0,75.0,283047302.0,375191403.0,92144101.0,346975581.0,97.0,275324239.0,348411634.0,73087394.0,333404202.0,38.0,272542977.0,351799816.0,79256838.0,338019652.0,36.0,310115368.0,392167028.0,82051659.0,375972212.0,31.0,375833631.0,458668639.0,82835007.0,439732031.0,37.0,116789800.0,216214350.0,99424550.0,203584150.0,2.0,372131029.0,455671014.0,83539985.0,432579496.0,61.0,298608265.0,362295659.0,63687393.0,367829921.0,32.0,310694954.0,386444679.0,75749725.0,374589391.0,24.0,262352513.0,343129922.0,80777408.0,331425166.0,44.0,286978392.0,363540523.0,76562130.0,354896800.0,13.0,284628052.0,364299388.0,79671335.0,341521490.0,53.0,134145088.0,221481155.0,87336066.0,205931444.0,9.0,256256708.0,323707116.0,67450408.0,319692875.0,12.0,234078100.0,320359100.0,86281000.0,336601400.0,1.0,561102757.0,637776015.0,76673257.0,623796568.0,19.0,55518450.0,151741900.0,96223450.0,140457450.0,2.0,557202630.0,633171450.0,75968820.0,609555770.0,9.0
80.0,311314230.0,399059721.0,87745491.0,424594093.0,262.0,136000501.0,251829386.0,115828885.0,246771918.0,91.0,185617231.0,324555852.0,138938620.0,294824517.0,148.0,115321752.0,257404767.0,142083014.0,234882838.0,74.0,76674895.0,224261933.0,147587038.0,190593306.0,80.0,143844532.0,253119042.0,109274510.0,259373432.0,28.0,126282168.0,251523514.0,125241345.0,237289697.0,73.0,121895958.0,232972506.0,111076548.0,239424620.0,29.0,187564169.0,299043265.0,111479096.0,310657052.0,78.0,139867267.0,263720468.0,123853201.0,251983153.0,92.0,128337187.0,227997438.0,99660251.0,250509171.0,39.0,111515892.0,233920828.0,122404936.0,222615205.0,38.0,167325842.0,269605257.0,102279414.0,290948900.0,28.0,240349116.0,344742896.0,104393780.0,357776070.0,31.0,116892150.0,255494900.0,138602750.0,229763550.0,2.0,209362217.0,310652618.0,101290401.0,316530893.0,58.0,171446237.0,272271158.0,100824920.0,280399917.0,28.0,102057000.0,233417545.0,131360545.0,239264422.0,22.0,143814600.0,284008026.0,140193426.0,251391533.0,42.0,145487378.0,259047864.0,113560485.0,279106050.0,14.0,137190334.0,237634261.0,100443926.0,257153986.0,52.0,135021861.0,255578307.0,120556446.0,246666392.0,12.0,124230291.0,263119808.0,138889516.0,188069783.0,12.0,96255600.0,196006900.0,99751300.0,276295000.0,1.0,466952009.0,1946411904.0,1479459895.0,561040604.0,22.0,174886715.57692307,174886715.57692307,174886715.57692307,174886715.57692307,174886715.57692307,506434188.0,642085222.0,135651033.0,606465677.0,8.0
